instanceName    Time            Distance        
 toy7           3               805.6146697440477
 toy8           1               1364.9152304383358
 toy4           0               400.0           
 toy5           1               406.6670702264066
 toy3           0               341.4213562373095
 toy10          1               1452.801614213963
 toy9           1               1412.3762205663943
 toy6           0               559.4680840555807
 toy2           0               200.0           
